Обява от:,Location,Вид на имота:,Квадратура:,Вид строителство:,Година на строителство:,Степен на завършеност:,Номер на етажа:,Етаж:,Асансьор,price,До ключ,Обзаведен,ТЕЦ,Портиер/Охрана,Газифициран,Локално отопление,Необзаведен,Панорама планина,Саниран,Гараж/Паркомясто,След ремонт,Замяна/Бартер,Лизинг,Камина,Ипотекиран
http://suprimmo.alo.bg,"Младост 2, град София, област  София
			",Многостаен апартамент,143.66 кв.м,Тухла,,,8 етаж,,1.0,240606,,,1.0,,,,1.0,,,1.0,,,,,
http://suprimmo.alo.bg,"Младост 2, град София, област  София
			",Тристаен апартамент,105.23 кв.м,Тухла,,,8 етаж,,1.0,198043,,,1.0,,,,1.0,,,1.0,,,,,
http://suprimmo.alo.bg,"Младост 2, град София, област  София
			",Тристаен апартамент,87.16 кв.м,Тухла,,,8 етаж,,1.0,163198,,,1.0,,,,1.0,,,1.0,,,,,
http://suprimmo.alo.bg,"Младост 2, град София, област  София
			",Двустаен апартамент,66 кв.м,Тухла,,,8 етаж,,1.0,138024,,,1.0,,,,1.0,,,1.0,,,,,
http://artis.alo.bg,"Зона Б5, град София, област  София, (Виж Зона Б5 на картата)
",Двустаен апартамент,62 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,1.0,89900,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
http://artis.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,68 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,1.0,114300,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,92 кв.м,Тухла,1970 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,219000,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,74 кв.м,Тухла,,Готов (завършен),2 етаж,Непоследен,,139500,,,1.0,,,,1.0,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,105 кв.м,Тухла,,Готов (завършен),5 етаж,Непоследен,1.0,260000,,,1.0,,,,1.0,,,,,,,,
http://imotivasilev.alo.bg,"Слатина, град София, област  София, (Виж Слатина на картата)
",Двустаен апартамент,72 кв.м,Тухла,2006 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,,1.0,85000,,,,1.0,,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,112 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,1 етаж,Първи жилищен,1.0,130000,,,,,1.0,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,130 кв.м,Тухла,,Готов (завършен),2 етаж,,,130000,,,,,,,,,,,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Тристаен апартамент,121 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,173500,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,
http://suprimmo.alo.bg,"Лозенец, град София, област  София
			",Тристаен апартамент,263.91 кв.м,Тухла,,,6 етаж,,1.0,650000,,1.0,,,,1.0,,1.0,,1.0,,,,,
http://suprimmo.alo.bg,"Младост 2, град София, област  София
			",Тристаен апартамент,106.72 кв.м,Тухла,,,8 етаж,,1.0,193000,,,1.0,,,,,,,,,,,,
http://suprimmo.alo.bg,"Дружба 1, град София, област  София
			",Двустаен апартамент,104.64 кв.м,ЕПК/ПК,,,10 етаж,,1.0,91037,,,,1.0,,,,,,1.0,,,,,
http://suprimmo.alo.bg,"Дружба 1, град София, област  София
			",Тристаен апартамент,161.77 кв.м,ЕПК/ПК,,,10 етаж,,1.0,140740,,,,1.0,,,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Двустаен апартамент,76 кв.м,Тухла,,В строеж,2 етаж,,,84700,,,1.0,,,,,,,,,,,,
,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Тристаен апартамент,101 кв.м,Тухла,,Готов (завършен),5 етаж,,,148800,,1.0,,,,1.0,,,,,,,,,
,"Надежда 4, град София, област  София, (Виж Надежда 4 на картата)
",Тристаен апартамент,103 кв.м,Тухла,,В строеж,3 етаж,,,118450,,,1.0,,,,,,,,,,,,
,"Дружба 1, град София, област  София, (Виж Дружба 1 на картата)
",Едностаен апартамент,48 кв.м,Тухла,,В строеж,5 етаж,,,63000,,,1.0,,,,,,,,,,,,
,"Люлин 3, град София, област  София, (Виж Люлин 3 на картата)
",Двустаен апартамент,61 кв.м,Панел,,Готов (завършен),5 етаж,,,80000,,,1.0,,,,,,,,,,,,
,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Едностаен апартамент,39 кв.м,Тухла,,В строеж,6 етаж,,1.0,66094,,,1.0,,,,,,,1.0,,,,,
,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Тристаен апартамент,105 кв.м,Тухла,,В строеж,2 етаж,,1.0,130233,,,1.0,,,,,,,1.0,,,,,
,"Младост 3, град София, област  София, (Виж Младост 3 на картата)
",Двустаен апартамент,84 кв.м,Тухла,,Готов (завършен),7 етаж,,,138000,,,1.0,,,,,,,,,,,,
,"Връбница 1, град София, област  София, (Виж Връбница 1 на картата)
",Тристаен апартамент,87 кв.м,Тухла,,В строеж,1 етаж,,1.0,84000,,,1.0,,,,,,,,,,,,
http://gl_propertie.alo.bg,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,62 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,77500,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,90 кв.м,Тухла,1965 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,224900,,,1.0,,,,,,,1.0,1.0,,,,
http://artis.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,95 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,1.0,133900,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
http://dreamvision.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,97 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Последен етаж,,115596,,,,,1.0,,,,,,,,,,
http://dreamvision.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,64 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Последен етаж,,75284,,,,,1.0,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,73 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,85167,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Люлин 9, град София, област  София, (Виж Люлин 9 на картата)
",Тристаен апартамент,129 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,5 етаж,Непоследен,,150000,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Люлин 9, град София, област  София, (Виж Люлин 9 на картата)
",Двустаен апартамент,67 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,,83350,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Люлин 9, град София, област  София, (Виж Люлин 9 на картата)
",Тристаен апартамент,91 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,,106300,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,88 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,102700,,,,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Люлин 7, град София, област  София, (Виж Люлин 7 на картата)
",Двустаен апартамент,50 кв.м,Панел,1985 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,75000,,,1.0,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,306 кв.м,Тухла,,Готов (завършен),2 етаж,Първи жилищен,,940000,,,,,,,,,,,,,,,
,"Младост 3, град София, област  София
			",Двустаен апартамент,62.87 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В проект,5 етаж,Непоследен,1.0,78755,,,,1.0,,,1.0,,,,,,,,
http://imotivasilev.alo.bg,"Люлин 7, град София, област  София, (Виж Люлин 7 на картата)
",Двустаен апартамент,42 кв.м,Панел,1989 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,,,70000,,,1.0,,,,,,,,,,,,
http://homesteadsofia.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Многостаен апартамент,157 кв.м,Тухла,,В строеж,2 етаж,,1.0,251200,,,,,,,,,,1.0,,,,,
http://avista_expo.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,89 кв.м,Тухла,2018 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,1.0,125000,,,,,,1.0,1.0,,,,,,,,
http://avista_expo.alo.bg,"Люлин 3, град София, област  София, (Виж Люлин 3 на картата)
",Тристаен апартамент,84 кв.м,Панел,1975 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,1.0,95000,,,1.0,,,,,,,,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,51 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,78000,1.0,1.0,1.0,,,1.0,,,,,,,,,
,"Лагера, град София, област  София, (Виж Лагера на картата)
",Тристаен апартамент,100 кв.м,Тухла,1975 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,124999,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Ателие/Студио,25 кв.м,Тухла,1960 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Последен етаж,,45000,,1.0,,,,,,,,,1.0,,,,
,"Дружба 2, град София, област  София, (Виж Дружба 2 на картата)
",Двустаен апартамент,90 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,1.0,115000,,,,,,,,,,1.0,,,,,
http://aldes.alo.bg,"Разсадника, град София, област  София, (Виж Разсадника на картата)
",Двустаен апартамент,68 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),В строеж,7 етаж,Непоследен,1.0,109990,,,1.0,,,,1.0,,1.0,,,,,,
http://aldes.alo.bg,"Оборище, град София, област  София, (Виж Оборище на картата)
",Многостаен апартамент,154 кв.м,Тухла,1973 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,320000,,1.0,1.0,,,,,,,1.0,,,,,
http://gl_propertie.alo.bg,"Хаджи Димитър, град София, област  София, (Виж Хаджи Димитър на картата)
",Двустаен апартамент,65 кв.м,Панел,1970 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,82000,,,,,,,,,,,,,,,
http://aldes.alo.bg,"Изгрев, град София, област  София, (Виж Изгрев на картата)
",Тристаен апартамент,85 кв.м,ЕПК/ПК,1985 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,297000,,1.0,1.0,,,,,,1.0,1.0,,,,,
http://imotivasilev.alo.bg,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,43 кв.м,Тухла,2001 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,,1.0,61000,,,1.0,,,,,,,,,,,,
http://titan_properties.alo.bg,"Захарна Фабрика, град София, област  София, (Виж Захарна Фабрика на картата)
",Тристаен апартамент,75 кв.м,Тухла,1968 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Последен етаж,,76000,,,1.0,,,,,,,,,,,,
http://suprimmo.alo.bg,"Център, град София, област  София
			",Тристаен апартамент,145 кв.м,Тухла,,,7 етаж,,1.0,261000,,1.0,1.0,,,1.0,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Едностаен апартамент,45 кв.м,Тухла,,В строеж,1 етаж,,1.0,55300,,,1.0,,,,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Тристаен апартамент,146 кв.м,Тухла,,В строеж,5 етаж,,1.0,178000,,,1.0,,,,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Двустаен апартамент,96 кв.м,Тухла,,В строеж,5 етаж,,1.0,121100,,,1.0,,,,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Едностаен апартамент,45 кв.м,Тухла,,В строеж,3 етаж,,1.0,55300,,,1.0,,,,,,,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,45 кв.м,Тухла,,В строеж,1 етаж,,1.0,55300,,,1.0,,,,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Тристаен апартамент,125 кв.м,Тухла,,В строеж,5 етаж,,1.0,152700,,,1.0,,,,,,,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Тристаен апартамент,146 кв.м,Тухла,,В строеж,5 етаж,,1.0,178000,,,1.0,,,,,,,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Двустаен апартамент,96 кв.м,Тухла,,В строеж,5 етаж,,1.0,121100,,,1.0,,,,,,,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,45 кв.м,Тухла,,В строеж,3 етаж,,1.0,55300,,,1.0,,,,,,,1.0,,,,,
,"Люлин 9, град София, област  София, (Виж Люлин 9 на картата)
",Двустаен апартамент,81 кв.м,Тухла,,В строеж,2 етаж,,,94668,,,1.0,,,,,,,,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Тристаен апартамент,125 кв.м,Тухла,,В строеж,5 етаж,,1.0,152700,,,1.0,,,,,,,1.0,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Тристаен апартамент,115 кв.м,Тухла,,В строеж,8 етаж,Последен етаж,1.0,109297,,,,,1.0,,1.0,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Многостаен апартамент,134 кв.м,Тухла,,В строеж,6 етаж,Непоследен,1.0,127271,,,,,1.0,,1.0,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Многостаен апартамент,134 кв.м,Тухла,,В строеж,7 етаж,Непоследен,1.0,127272,,,,,1.0,,1.0,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Многостаен апартамент,134 кв.м,Тухла,,В строеж,4 етаж,Непоследен,1.0,127252,,,,,1.0,,1.0,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Многостаен апартамент,134 кв.м,Тухла,,В строеж,5 етаж,Непоследен,1.0,127252,,,,,1.0,,1.0,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Многостаен апартамент,134 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,127252,,,,,1.0,,1.0,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Многостаен апартамент,134 кв.м,Тухла,,В строеж,3 етаж,Непоследен,1.0,127252,,,,,1.0,,1.0,,,,,,,,
,"град София, област  София, (Виж София на картата)
",Многостаен апартамент,137 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,7 етаж,Последен етаж,,138000,,,,,1.0,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,89 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,6 етаж,Непоследен,,89000,,,,,1.0,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,86 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,,87000,,,,,1.0,,,,,,,,,,
http://artis.alo.bg,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,120 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Непоследен,1.0,156000,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,
,"Връбница 1, град София, област  София, (Виж Връбница 1 на картата)
",Тристаен апартамент,95 кв.м,Тухла,,В строеж,7 етаж,,1.0,89684,,,1.0,,,,,,,,,,,,
http://ihomebg.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,69 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,101000,,,,,,,,,,,,,,,
http://ihomebg.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,68 кв.м,Тухла,,Готов (завършен),4 етаж,Непоследен,,89000,,,,,,,,,,,,,,,
,"Банишора, град София, област  София, (Виж Банишора на картата)
",Тристаен апартамент,104 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,163947,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,68 кв.м,Тухла,,В строеж,1 етаж,Непоследен,1.0,114344,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,94 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,143108,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,98 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,157214,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,104 кв.м,Тухла,,В строеж,3 етаж,Непоследен,1.0,168384,,,1.0,,,,,,,,,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Многостаен апартамент,235 кв.м,Тухла,,В строеж,4 етаж,Последен етаж,1.0,376000,,,,,1.0,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,94 кв.м,Тухла,,В строеж,5 етаж,Непоследен,1.0,148757,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,68 кв.м,Тухла,,В строеж,5 етаж,Непоследен,1.0,116902,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,104 кв.м,Тухла,,В строеж,5 етаж,Непоследен,1.0,169976,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,98 кв.м,Тухла,,В строеж,1 етаж,Непоследен,1.0,159588,,,1.0,,,,,,,,,,,,
,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Тристаен апартамент,208 кв.м,Тухла,,Готов (завършен),6 етаж,Непоследен,1.0,280000,,1.0,,,,,,,,1.0,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,94 кв.м,Тухла,,В строеж,4 етаж,Непоследен,1.0,146874,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,104 кв.м,Тухла,,В строеж,4 етаж,Непоследен,1.0,167513,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,69 кв.м,Тухла,,В строеж,4 етаж,Непоследен,1.0,115084,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,98 кв.м,Тухла,,В строеж,3 етаж,Непоследен,1.0,158019,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,94 кв.м,Тухла,,В строеж,3 етаж,Непоследен,1.0,144991,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,68 кв.м,Тухла,,В строеж,3 етаж,Непоследен,1.0,114372,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Едностаен апартамент,60 кв.м,Тухла,2013 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,115000,,1.0,,,,,,,,,,,,,
http://arsenal-estate.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,105 кв.м,Тухла,1955 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,179000,1.0,1.0,1.0,,,,,,,,,,,,
http://suprimmo.alo.bg,"Бояна, град София, област  София
			",Двустаен апартамент,73.91 кв.м,Тухла,,,4 етаж,,,110865,,,,,,1.0,,,,,,,,,
http://suprimmo.alo.bg,"Гео Милев, град София, област  София
			",Тристаен апартамент,80 кв.м,Тухла,,,4 етаж,,,145000,,,,,,1.0,,,,,,,,,
http://obb_sofia.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,163 кв.м,Тухла,2007 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,,1.0,220000,,,,,,,,,,,,,,,
,"Дианабад, град София, област  София, (Виж Дианабад на картата)
",Двустаен апартамент,65 кв.м,Панел,,Готов (завършен),4 етаж,,,134000,,,1.0,,,,,,,,,,,,
,"Надежда 1, град София, област  София, (Виж Надежда 1 на картата)
",Едностаен апартамент,39 кв.м,Тухла,,Готов (завършен),3 етаж,,,50000,,,1.0,,,,,,,,,,,,
,"Надежда 1, град София, област  София, (Виж Надежда 1 на картата)
",Двустаен апартамент,39 кв.м,Тухла,,Готов (завършен),3 етаж,,,50000,,,1.0,,,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,137 кв.м,Тухла,,Готов (завършен),4 етаж,Непоследен,1.0,165000,,,,,1.0,,,,,,,,,,
,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Тристаен апартамент,99 кв.м,Тухла,,В строеж,4 етаж,Непоследен,1.0,138614,,,1.0,,,,1.0,,,1.0,,,,,
,"Връбница 2, град София, област  София, (Виж Връбница 2 на картата)
",Двустаен апартамент,63 кв.м,Панел,1989 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,90000,1.0,1.0,,,,,,,1.0,,1.0,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,75 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,125000,,,,,,,,,,,,,,,
,"Надежда 2, град София, област  София, (Виж Надежда 2 на картата)
",Мезонет,84 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,105000,,,,,,,,,,,,,,,
,"Младост 3, град София, област  София, (Виж Младост 3 на картата)
",Едностаен апартамент,46 кв.м,Панел,1984 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,71000,,,1.0,,,,,,,,,,,,
,"Дружба 1, град София, област  София, (Виж Дружба 1 на картата)
",Двустаен апартамент,62 кв.м,Панел,1978 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,75000,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,67 кв.м,Тухла,1940 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,83000,,,,,,,,,,,,,,,
http://balkanavista.alo.bg,"Обеля, град София, област  София, (Виж Обеля на картата)
",Тристаен апартамент,92 кв.м,Тухла,,Готов (завършен),2 етаж,,,136000,,,,,,,,,,,,,,,
http://balkanavista.alo.bg,"Люлин 5, град София, област  София, (Виж Люлин 5 на картата)
",Тристаен апартамент,132 кв.м,ЕПК/ПК,,Готов (завършен),,Непоследен,,113500,,,,,,,,,,,,,,,
http://suprimmo.alo.bg,"Павлово, град София, област  София
			",Двустаен апартамент,81.2 кв.м,Тухла,,,,,1.0,86652,,,,,1.0,1.0,1.0,1.0,,,,,,,
http://suprimmo.alo.bg,"Студентски Град, град София, област  София
			",Многостаен апартамент,142.25 кв.м,Тухла,,,6 етаж,,1.0,189000,,,1.0,,,,,1.0,,,,,,,
,"Малинова Долина, град София, област  София
			",Тристаен апартамент,93.36 кв.м,Тухла,,В строеж,6 етаж,,,148561,,,,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,66 кв.м,Панел,1988 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,,1.0,159000,,,1.0,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Двустаен апартамент,78 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),В строеж,2 етаж,,1.0,98000,,,,,,,,,,,,,,,
,"Лозенец, град София, област  София, (Виж Лозенец на картата)
",Тристаен апартамент,120 кв.м,Тухла,1940 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Партер,,220000,,,,,,,,,,,,,,,
http://duo-estate.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,67 кв.м,Панел,1992 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,158000,,1.0,1.0,,,,,,,,1.0,,,,
,"Илинден, град София, област  София, (Виж Илинден на картата)
",Двустаен апартамент,65 кв.м,Тухла,1970 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,44900,,,1.0,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,37 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,5 етаж,,1.0,59200,,,,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Борово, град София, област  София, (Виж Борово на картата)
",Мезонет,85 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,,,110000,,,,,,,,,,,,,,,
http://artis.alo.bg,"Обеля 2, град София, област  София, (Виж Обеля 2 на картата)
",Двустаен апартамент,50 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,1.0,51900,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Едностаен апартамент,70 кв.м,Тухла,,Готов (завършен),4 етаж,,1.0,91999,,1.0,,,,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,67 кв.м,Панел,,Готов (завършен),1 етаж,,1.0,78900,,1.0,1.0,,,,,,,,,,,,
,"Света Троица, град София, област  София, (Виж Света Троица на картата)
",Едностаен апартамент,44 кв.м,Панел,,Готов (завършен),2 етаж,,1.0,64880,,,1.0,,,,,,,,,,,,
,"Белите Брези, град София, област  София, (Виж Белите Брези на картата)
",Тристаен апартамент,150 кв.м,Тухла,,Готов (завършен),6 етаж,Непоследен,1.0,229500,,1.0,,,,,,,,1.0,,,,,
,"Овча Купел 1, град София, област  София, (Виж Овча Купел 1 на картата)
",Многостаен апартамент,90 кв.м,Панел,,Готов (завършен),2 етаж,Непоследен,1.0,97500,,,,,,,1.0,,,,,,,,
